lineage,CRYAA,CRYAB,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNAJB1,DNAJB11,DNAJB12,DNAJB13,DNAJB14,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB7,DNAJB8,DNAJB9,DNAJC1,DNAJC10,DNAJC11,DNAJC12,DNAJC13,DNAJC14,DNAJC15,DNAJC16,DNAJC17,DNAJC18,DNAJC19,DNAJC2,DNAJC21,DNAJC22,DNAJC24,DNAJC25,DNAJC27,DNAJC28,DNAJC3,DNAJC30,DNAJC4,DNAJC5,DNAJC5B,DNAJC6,DNAJC7,DNAJC8,DNAJC9,GAK,HSCB,HSP90AA1,HSP90AB1,HSP90B1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA8,HSPA9,HSPB1,HSPB11,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,HSPB9,HSPD1,HSPE1,HSPH1,HYOU1,ODF1,SACS,SEC63,TRAP1
Neuroblastoma,-0.017340825,-0.089813367,-0.677221629,-0.007982235,-0.788853656,0.075747886,-0.348200037,-0.277515192,-0.226207113,-0.055501646,0.087851488,0.018699119,0.110341416,-0.013018006,-0.407429091,0.037666807,-0.303054298,-0.122553164,-0.097503026,0.034657624,-0.728060638,0.052687912,-0.150141527,-0.069725649,-0.198201733,-0.144024803,-1.26738321,0.193956062,-0.109459292,-0.295998766,-0.325412462,-0.165394372,-0.030387591,0.036263042,0.099992192,0.107709325,0.13679266,-0.408440645,-0.024134287,-0.028735737,0.003006115,-0.029841538,-0.155579518,-0.867156858,-1.45333253,-0.344745221,-0.738562475,-0.083935664,-0.230789629,-0.14448994,0.216945287,-0.083120634,-0.17159013,-1.00539697,-0.388047595,-0.356475788,-0.226189753,0.100572274,0.04669783,-0.030208456,-1.200594428,-0.211593341,-0.635505091,-1.204875402,0.190251803,0.000885655,-0.08851493,-0.069253039,0.030383521,-0.183200289,0.098993517,-0.401197456,-0.850991249,-1.728828627,-0.073632738,-1.16742715,0.010768638,-0.053936324,-0.541591747,-0.061080387
Neuroblastoma,-0.016344037,0.115658792,-0.563552381,-0.012019807,-0.915333279,0.043895718,-0.267708475,-0.24586826,-0.238544744,-0.117033546,0.255040904,0.106707416,0.069814712,-0.172006137,-0.174122033,-0.060102316,-0.034820333,-0.037435734,-0.053617371,-0.103772602,-0.245802874,0.036003871,-0.13204782,-0.276688788,0.082436209,-0.122857636,-1.35521531,0.220828902,-0.44449069,-0.101389859,-0.202369937,-0.154816206,0.035282661,-0.025914644,0.254264936,0.054508768,0.134175692,-0.412432905,0.040980254,-0.003896718,-0.098027307,0.006466522,-0.055579541,-0.832721536,-1.387777265,-0.459456543,-0.477732766,-0.067261805,-0.234639595,-0.350073022,0.07247951,-0.016357762,-0.256280609,-0.388485362,-0.234807113,-0.40597878,-0.20884073,0.259326699,0.318007923,0.091524115,-1.088693063,-0.208995403,-0.260190695,-1.111149553,0.152845377,0.063409305,-0.228669715,0.132674681,0.09623002,-0.191798431,0.29722018,-0.605800797,-0.772142268,-1.661867495,-0.122225341,-1.115495415,-0.187836397,-0.078313773,-0.734710398,0.060831834
Neuroblastoma,-0.218936268,-0.174829785,-0.579530202,-0.274927982,-0.652354712,0.169527758,-0.384963787,-0.314280151,-0.335139721,-0.310540346,0.244872073,-0.072727647,0.099246954,0.008136957,-0.393693261,-0.093352083,-0.102816794,-0.145792688,-0.080131423,-0.064899129,-0.340049223,0.041257117,-0.398547388,-0.199633131,0.254436592,-0.289151128,-1.403774012,-0.048160045,-0.366842738,-0.155948678,0.15583327,-0.049731582,0.383072864,-0.146102212,0.163242364,0.132266717,0.076953481,-0.15606356,-0.120906532,-0.032765103,-0.184966606,0.09158314,-0.214084056,-0.767320652,-1.61182316,-0.369461069,-0.466623403,-0.49769269,-0.193562291,-0.377128208,0.250506612,-0.080550693,-0.221968607,-0.466696821,-0.082675133,-0.33666591,-0.164732576,0.262696482,0.216603627,0.096463269,-1.01134079,-0.38782125,-0.585722187,-1.232398179,-0.154230812,-0.038053624,0.136504299,0.209224777,-0.167825364,-0.081181102,0.081591019,-0.299726982,-1.110109415,-1.773786988,-0.259844772,-1.167142582,-0.358932132,0.228195101,-0.67016503,0.104693627
Liver Cancer,0.081147257,0.218500048,-0.47128176,-0.050538704,-0.939041769,-0.009404888,-0.39691616,-0.227358946,-0.369752703,-0.037719029,0.07691804,0.001807733,-0.079667565,-0.074401823,-0.111065405,0.190161163,-0.051145507,0.083941945,0.245933308,-0.160914863,-0.84681042,0.079817433,-0.123040631,-0.098385628,0.011202964,-0.093335333,-1.142342946,0.103903311,-0.283773836,-0.150657892,0.095516112,-0.094873248,-0.18424895,0.240391566,0.219104861,0.241682868,0.132733868,-0.184484206,0.033169094,0.196106852,-0.093923336,-0.066799236,-0.089136558,-0.649167187,-1.372555914,-0.56625652,-0.5799073,-0.095764905,-0.147125222,-0.238032143,0.119243207,0.039188811,0.038997498,-0.42219221,-0.155585617,-0.120111982,-0.188455576,0.260444746,0.142202017,0.003094105,-1.186286455,-0.059651906,-0.136912392,-1.176947637,0.259862452,0.021778907,0.015914021,-0.240149253,0.088319997,-0.205558834,0.114665537,-0.214235008,-0.923323333,-1.876642185,0.001193604,-1.076858459,-0.129606163,0.069205924,-0.410249228,-0.053626352
Sarcoma,0.032377136,-0.000841269,-0.474568189,-0.031572335,-0.885556832,-0.018327766,-0.169519611,-0.245999995,-0.296388208,-0.055946035,-0.038631104,0.218895219,0.132668644,0.156747012,-0.778424896,0.117763574,-0.145073974,0.023632601,0.106875482,-0.190438428,-0.885251476,-0.072507261,-0.157074247,-0.115075612,-0.02574006,-0.298662793,-1.169357935,0.09961264,-0.742826587,-0.141714081,0.00116418,-0.08168551,0.033779379,0.218401903,0.181840342,0.0358342,0.15616632,-0.159508524,-0.107203319,-0.188457895,-0.097138972,0.145315307,-0.019761377,-0.874828109,-1.049770281,-0.54202177,-0.892802659,-0.151817911,-0.545516905,-0.427216038,0.158516593,0.10685621,-0.337474324,-0.90368359,-0.153953728,-0.40630654,-0.454754169,0.279772747,-0.340399665,-0.062648848,-0.65526554,-0.092788925,-0.593594193,-1.126834788,0.21725793,-0.028657843,0.225090552,0.169251299,0.041160344,-0.214496671,0.030898421,-0.162805076,-1.057713265,-1.487036195,0.066227496,-0.887806708,-0.294951945,-0.427608274,-0.735909146,-0.209473914
Skin Cancer,0.049696269,-0.009520473,-0.647647677,0.301093284,-0.579696419,-0.031509136,-0.286897535,-0.549313954,-0.39562192,-0.180884483,0.09907538,0.095006075,0.069778232,0.125749217,-0.771904016,-0.04750422,-0.080311078,0.120092286,-0.021985828,0.025766711,-0.748114189,0.034616357,-0.16191399,-0.063194613,0.088463315,-0.259756562,-1.237806675,0.053506242,-0.606560162,-0.247603376,0.00270751,-0.133331469,-0.01370373,0.112139311,0.232026532,0.057191292,0.087386095,-0.237142821,-0.017583112,-0.006575916,0.011601725,0.05390256,-0.438824567,-0.563000725,-1.130569765,-0.662626975,-0.639012171,0.238821983,-0.482333553,-0.580035158,0.135946424,0.056023635,-0.303373865,-0.224811872,-0.220438319,-0.257006148,-0.075202373,0.026094013,-0.079301589,0.026948873,-0.888476563,-0.025370979,-0.332917214,-1.191343608,0.156323048,0.023052489,-0.041403337,-0.054340072,0.077778524,-0.199027878,0.037670205,-0.194095118,-1.003414488,-1.355889839,-0.065309853,-1.35074077,-0.081046234,0.05508871,-0.616129625,-0.058862565
Head and Neck Cancer,0.062640758,0.099522525,-0.706260679,-0.013728073,-0.473185694,0.178960179,-0.29615395,-0.400999587,-0.439591292,-0.151833231,-0.164273758,-0.116816957,0.029104504,-0.383164304,-0.407078897,-0.220403031,-0.043766015,-0.12631282,-0.013024135,-0.029255497,-0.70725088,0.016948268,-0.33324015,-0.211567391,-0.01913772,-0.215109262,-1.146694705,0.514136957,-0.40584274,-0.143071346,0.140128333,-0.288615478,0.216893573,-0.150683268,0.082169007,-0.002679256,0.059409381,-0.701457037,0.020722219,-0.165658662,-0.31691664,-0.303146464,0.015730764,-0.924601873,-1.138697994,-0.414927105,-0.741939164,-0.070044281,-0.256471539,-0.630391465,0.27520544,0.565273681,-0.331738151,-0.832148742,-0.262861558,-0.301846844,-0.091006282,0.334247453,-0.063084099,-0.063907883,-0.625403396,-0.37010536,-0.019942575,-1.350848583,0.31584772,0.225644129,-0.182107949,-0.176055612,-0.184410433,-0.218371773,0.239633053,-0.346988426,-0.908181638,-1.830779396,-0.043875735,-0.857937206,-0.172199886,0.040148927,-1.168128849,0.001599611
Head and Neck Cancer,-0.093685891,0.085241089,-0.360950341,-0.149654275,-0.576245504,0.020507166,-0.302952417,-0.057682589,-0.259271646,-0.233859098,0.081677076,0.008566416,-0.045991498,0.039125152,-0.2405851,0.059442995,-0.026812947,0.026955299,0.006121817,-0.074605067,-0.380534795,-0.026778652,-0.281989879,-0.101754074,-0.019475601,-0.049941615,-1.187938988,0.09815903,0.052630867,-0.210283679,0.121312123,-0.042558161,-0.085921414,0.112887818,0.063271657,0.01844358,0.076429695,-0.209068882,-0.061482812,-0.015731744,-0.01172647,0.005508084,0.060879958,-0.558584297,-1.099346892,-0.320158286,-0.561646321,-0.148858083,-0.208796402,-0.482162114,0.046875477,0.050015478,-0.480842295,-0.389951854,-0.185116504,-0.249414397,-0.065935295,0.080194782,-0.071122886,0.010834123,-0.84538832,0.022425146,0.002298962,-1.092883943,0.022715602,-0.014340429,-0.052019195,-0.007694108,-0.082319702,-0.099401121,0.013019634,-0.328258853,-0.742660587,-1.484237349,0.005802665,-1.188269946,-0.179139409,0.082543729,-0.530120555,-0.064293508
Pancreatic Cancer,-0.012888412,0.052234928,-0.145402552,-0.014946282,-0.525668507,-0.004433706,-0.214068141,-0.137378311,-0.245581671,-0.15868485,0.02896941,0.116891585,0.035741297,0.028699191,-0.227280239,0.029632782,-0.091602656,0.110780471,0.042340755,-0.072276629,-0.457126985,0.065545995,-0.099053798,-0.050349853,0.013071301,-0.046364059,-1.311184126,0.088807986,-0.104403703,-0.227161023,-0.432361349,-0.12986982,0.101796664,-0.005418359,0.119512373,-0.036047797,0.09081967,-0.039834137,-0.04450791,-0.039100735,-0.052648002,-0.025320942,-0.09840788,-0.57624254,-0.512720571,-0.643986137,-0.729238398,-0.294791626,-0.220313262,-0.58606205,0.048865256,-0.044237495,-0.18352649,-0.242575196,-0.076513082,-0.230578681,-0.258588984,0.123771463,-0.049521608,0.006303509,-1.022212724,0.069148998,-0.246451581,-1.243012916,0.058211428,0.07517313,-0.031959732,0.054841971,-0.010557011,-0.11521235,-0.015343073,-0.107543988,-0.740974,-1.556711059,0.016169564,-0.806669825,-0.147311926,0.0176253,-0.288872584,-0.022841997
Esophageal Cancer,0.010768325,0.105393452,-0.406444694,-0.023734411,-1.013230527,-0.007855187,-0.229211058,-0.095510301,-0.340029587,-0.017707212,0.130133254,0.084288431,0.017464621,-0.061847428,-0.653615191,-0.051738156,-0.049653632,-0.203123541,0.036496499,-0.07660438,-0.890757255,0.057056237,-0.126511898,0.014186027,0.100182924,-0.113311482,-1.277323593,0.118739022,-0.11616701,-0.166111901,0.035585275,-0.239371244,-0.186078411,0.037250297,0.117202817,-0.036930207,0.069322537,-0.169763175,-0.054232253,0.073876463,-0.124445218,-0.140033936,-0.28777459,-0.659218954,-1.325846248,-0.295863695,-0.55942951,-0.15893961,-0.347953616,-0.248705592,0.193168164,0.059581729,-0.129724747,-0.529691593,-0.233646564,-0.242690602,-0.076322547,0.123504111,-0.030436681,-0.01960642,-1.14660471,0.044014481,-0.275344863,-1.286959324,0.157824507,0.090232237,0.088282872,0.090971605,-0.003689858,-0.222788711,-0.015539078,-0.113562219,-0.90263037,-1.450682072,-0.028397903,-1.175890352,-0.13428126,-0.090231276,-0.287097457,-0.047053697
Pancreatic Cancer,0.067718205,-0.034688528,-0.568181564,-0.369099542,-0.713907052,0.092056566,-0.158150691,-0.365686777,-0.350143505,-0.082684027,0.17297387,-0.014605573,0.101171717,0.023844415,-0.409608367,0.034692862,-0.076976693,-0.096187026,0.073302984,-0.081579371,-0.65598423,0.1234287,-0.116827298,-0.062604088,-0.050173925,-0.163454611,-1.093518882,0.176499062,-0.05819969,-0.223258898,-0.493121325,-0.137949234,-0.029686443,0.155878196,0.268815371,0.056783828,0.067527538,-0.114993645,-0.030664259,0.147912473,-0.186568219,-0.002694407,0.007937851,-0.541497485,-1.060200121,-0.662343587,-0.49223581,-0.150174628,-0.197992342,-0.474780826,0.058906866,0.01342043,-0.108621924,-0.645551735,-0.066989619,-0.239894177,-0.206560844,0.316848588,0.005982903,0.043184458,-1.10286309,-0.08347619,-0.364474986,-1.218938477,0.128186583,0.043677634,0.01295195,0.055202514,0.046420766,-0.18102101,0.023235337,-0.357479768,-0.666103081,-1.621335545,-0.068702925,-1.100071663,-0.13385686,-0.034733124,-0.58066147,-0.125937751
Pancreatic Cancer,0.019094726,0.029303331,-0.551424752,-0.357020559,-0.747479297,-0.00923969,-0.299005967,-0.050998713,-0.305579526,-0.127055695,0.081023126,-0.035172901,0.01870967,0.034671802,-0.726477436,0.017415229,-0.148958614,-0.05671497,0.081653333,-0.002737516,-0.838598542,0.058695385,-0.275943719,-0.029618,-0.053789919,-0.082237806,-1.138173457,0.097921425,-0.20377361,-0.348546909,0.025712869,-0.001218648,-0.052446095,0.020832889,0.173369292,-0.072961878,0.048242364,-0.210785028,0.00943958,-0.097932872,-0.096716291,0.046984186,-0.020510032,-0.612665053,-0.371460487,-0.37644338,-0.552477574,-0.339978828,-0.062604819,-0.435927029,0.134506889,-0.004988439,-0.131154812,-0.750598806,-0.3525705,-0.170694431,-0.146816713,0.017133849,-0.292749562,0.041508909,-0.950948984,0.076612604,-0.095150839,-1.194331478,0.04269698,0.010691262,0.014426407,0.024473019,0.049109025,-0.146583837,-0.008059637,-0.299802082,-1.009003799,-1.385871557,-0.042554288,-0.960309927,-0.095592494,-0.045325897,-0.68411543,0.026798899
Bone Cancer,-0.315645076,0.247033746,-0.768288328,-0.24324407,-0.82399549,0.036490312,-0.527498155,-0.441084199,-0.241598732,-0.161918879,0.228515072,0.03178739,0.087685512,0.077432484,-0.515263272,0.028155542,-0.186876184,-0.23362206,-0.380588267,-0.258018645,-0.625633459,-0.161450397,-0.461821426,0.079735772,0.180144567,-0.426229447,-1.071551046,0.136786836,-0.218166308,-0.082752923,-0.011117162,-0.166571517,0.039167515,-0.303902982,0.399303221,0.168456765,0.14159404,-0.405604998,0.196503526,-0.032307123,-0.282608917,-0.094896793,0.171075366,-0.78859812,-1.533276531,-0.168459779,-0.484143114,-0.21029649,-0.326045052,-0.598892704,0.076137091,0.164052756,-0.178178428,-0.838902028,-0.235595962,-0.590696156,-0.138326989,0.525529844,-0.169979942,-0.152795178,-0.888295066,-0.526187757,-0.390753129,-0.755965615,0.281940301,0.113504714,0.045444756,0.014329305,-0.25360037,-0.244750683,0.028091385,-0.290166933,-1.1226424,-2.031642945,-0.465500777,-1.415200026,-0.303132796,-0.35305932,-0.955667917,-0.119857827
Bone Cancer,-0.063831554,0.077055938,-0.603275714,-0.179309097,-0.628493392,0.074493484,-0.478293103,-0.418603084,-0.15086412,-0.272074427,0.250735944,-0.150340896,0.221228382,-0.113447118,-0.671619748,0.219021932,-0.089093779,-0.134808486,-0.183417298,-0.044065895,-0.233399777,-0.060708361,-0.133758211,-0.163220236,0.070002044,0.007016015,-1.082492033,0.161680714,-0.268394953,-0.02857647,-0.024073207,-0.079522369,0.085127688,-0.020315458,0.167737499,0.023500229,0.114326793,-0.497434986,-0.029501739,-0.112821268,0.132892214,-0.111611658,-0.016364628,-0.685602196,-1.835763977,-0.325153977,-0.493400048,-0.306081208,-0.276182483,-0.583065739,0.176622604,-0.03298883,-0.043279886,-0.568927412,-0.451414865,-0.292835744,-0.232739421,0.094227062,0.044687484,0.080765238,-0.964224834,-0.32172249,-0.170147806,-1.125512152,0.038468616,-0.026831461,-0.064210624,-0.075711635,-0.071517648,-0.280717155,0.014627853,-0.295606067,-1.041822139,-1.813832815,0.021590939,-1.362013475,-0.259447764,0.06919791,-0.623428555,0.004870673
Esophageal Cancer,0.020687624,0.000660455,-0.647273443,-0.192500478,-0.833248432,0.000259924,-0.194053623,-0.20470721,-0.219034359,-0.073171729,0.073247754,-0.021931271,0.09117411,0.024806967,-0.25158785,-0.054335528,-0.071220995,-0.04978752,0.146197191,0.014407697,-0.522650906,0.048941732,-0.297225852,-0.033483269,0.065444417,0.02752498,-1.317317473,0.03103966,0.014586852,-0.031096292,-0.114123279,0.02970886,-0.104985988,0.025267445,0.150880056,-0.006210359,-0.119560271,0.043294933,0.018842645,0.115028767,-0.045971782,0.085197322,-0.010759038,-0.628513713,-0.328799171,-0.396600315,-0.650843506,-0.057486693,-0.297119135,-0.151598467,0.059251027,0.063150251,-0.168414988,-0.118906215,-0.052300244,-0.253059402,-0.085473214,0.066775207,0.090782546,-0.001732582,-0.798774356,0.046405347,-0.984466316,-1.345144733,-0.031499303,0.034969423,0.053097289,0.153660911,-0.036401181,-0.036926883,-0.071350258,-0.14294551,-1.147420389,-1.752851111,-0.15704464,-1.087866259,-0.116715178,-0.027592986,-0.47864172,-0.000460379
Rhabdoid,0.0819141,-0.018295007,-0.495769453,-0.052612847,-0.725740499,-0.078179587,-0.208436692,0.008267695,-0.380942521,-0.248453236,0.068614387,0.165038928,0.0032221,0.086685968,-0.483024156,-0.15321917,-0.183386575,0.082352864,0.089716629,-0.023326244,-0.877462746,-0.040425165,-0.563216883,0.008127253,-0.016191566,-0.11841934,-1.152525775,0.194943283,-0.276175917,-0.443992599,-0.153638154,-0.264649079,-0.304285741,0.187491836,0.149196642,0.051864735,0.176835293,-0.160271303,0.114072454,0.169950885,-0.087823809,-0.097940646,-0.168341964,-0.640445362,-1.130885675,-0.659704255,-0.902287846,-0.120276528,-0.505908478,-0.125710446,0.075843436,0.031685965,0.136140243,-0.839090196,-0.174982279,-0.300584086,-0.107707317,0.157310346,-0.002730979,0.04118736,-0.914593117,0.176779714,-0.495046929,-1.085776555,0.183392097,0.020868061,-0.169008941,0.080310821,0.048061097,-0.189064023,-0.038411775,-0.17532387,-0.952076684,-1.28601037,-0.02842138,-1.075547433,-0.017617565,-0.156252221,-0.583033683,-0.201642836
Skin Cancer,0.120963741,0.071019066,-0.254456527,0.132075694,-0.679848114,0.186612821,-0.465693249,-0.20810596,-0.147044894,0.098649721,0.217600282,0.018996698,-0.028332751,-0.132766564,-0.190589682,0.050329809,-0.165648206,0.147460473,0.088613572,-0.125708774,-0.307487851,0.148156135,-0.491902514,-0.161960558,0.119353466,-0.04544192,-1.417079322,0.138707471,-0.26463152,-0.058902019,0.182845765,-0.15223391,-0.21086312,0.149965393,0.273818919,0.085667393,-0.103747862,-0.230759958,0.131837819,0.091517986,-0.246787817,-0.172649526,0.244950503,-0.730206859,-1.045436975,-0.174351987,-0.652773637,-0.208127501,-0.240742929,-0.425659555,-0.015678381,0.019795501,-0.008610391,-0.419635961,-0.374341499,-0.229645056,-0.320895288,0.008257966,0.029667442,-0.027602087,-1.054266597,-0.28564861,-0.336100482,-1.39045601,0.197800298,-0.170989195,-0.009557095,0.206072475,-0.058356997,-0.535641461,0.137601498,-0.293971874,-1.073165728,-1.728384587,-0.046452086,-1.064294487,-0.442431242,0.054438812,-0.385924153,-0.041314079
Esophageal Cancer,0.060875925,0.025379688,-0.307196908,0.020789894,-0.562625006,-0.016522203,-0.250326616,-0.044546962,-0.224568949,0.032263435,0.032425695,0.077092576,0.044503195,0.064006429,-0.391687667,0.077391646,-0.095996987,0.15760351,0.064696699,0.057379406,-0.370038912,0.052785514,-0.016585177,-0.107637048,0.005894667,-0.077587998,-1.193415471,0.117702739,0.049186899,-0.207561378,-0.233831772,-0.021863441,-0.116107284,0.045774666,0.181720604,0.054008634,0.152511941,-0.197291883,0.038704838,-0.045116205,-0.038852782,-0.024550432,-0.108416752,-0.644665371,-1.351233537,-0.837355303,-0.804456027,-0.350762163,-0.219665635,-0.354084513,0.111466924,-0.04634259,-0.016777522,-0.581966346,-0.220632947,-0.254843047,-0.190420288,0.061217306,0.055844939,0.077584601,-0.978643534,0.028346416,-0.341923798,-1.348533601,0.116291988,0.091203376,-0.200875216,0.091519839,-0.028481621,-0.118038865,0.086769567,-0.158749248,-0.993861629,-1.477371809,-0.051748189,-1.070513359,-0.175784884,0.002590572,-0.30671632,-0.015228156
Leukemia,-0.126532294,0.35898222,-0.289149226,0.031779816,-0.96007702,0.047951994,-0.707977477,-0.877994055,-0.108700176,0.100069557,0.256075584,-0.242945276,-0.040168748,-0.437041649,-0.6438331,0.128762728,-0.227338181,-0.344857847,-0.516768531,-0.205898944,-0.385299376,0.014265188,-0.315849236,0.071260824,-0.08422586,-0.182400015,-1.314327427,0.063763505,-0.330326161,0.526011816,0.025348952,0.181398059,-0.344921342,-0.00475895,0.157368315,-0.095764966,0.094772265,-0.623332481,-0.172042842,-0.204218961,-0.203170128,-0.043703618,-0.005285091,-1.104263279,-2.665338352,-0.42289213,-0.22346507,-0.045473735,-0.820976101,-0.628848253,0.180106309,-0.241660282,-0.209490729,-0.690007199,-1.132105424,-1.030094814,-0.433595656,0.264906652,-0.322141963,0.112354269,-0.866959871,-0.731475092,-0.349039769,-1.006867083,-0.310590629,-0.017344891,0.137804582,-0.39849473,-0.461288092,-0.422878454,0.705445373,-0.584350767,-0.970667878,-3.006857435,-0.248584037,-0.842877253,-0.224403151,-0.118245355,-1.481439703,-0.270688472
Sarcoma,0.106169243,-0.081035693,-0.573615519,0.011612523,-0.42414875,0.117710723,-0.418614035,-0.182239263,-0.018354564,-0.300146752,0.138014926,-0.069953607,0.145374948,-0.022038444,-0.398933361,-0.017265934,-0.054581357,0.010255587,-0.022712503,-0.02492568,-0.448654309,-0.013101443,-0.264312724,-0.152736143,-0.10792848,-0.13481308,-1.20544717,-0.057599119,0.023282417,-0.109601524,0.109220115,-0.115285391,0.058204469,-0.024677478,0.046124323,-0.007290862,-0.059209634,0.014160246,0.01576116,-0.081059994,-0.068736987,-0.019887294,0.025589453,-0.807039473,-0.706527645,-0.59475853,-0.964890613,-0.200958297,-0.196046619,-0.226993875,0.188214419,0.076156659,-0.162507784,-0.573561592,-0.254450997,-0.305593608,-0.075873103,-0.046974467,-0.204727161,-0.042308594,-1.239586885,-0.016286307,-0.293888196,-1.30109446,0.094809405,-0.025428142,-0.081934467,-0.027799917,0.025923086,-0.036512309,0.09209366,-0.256184247,-0.960661826,-1.995649246,-0.274043257,-1.0306889,-0.137896381,-0.108553486,-0.573420887,0.067726519
Sarcoma,0.002142425,0.042657802,-0.628162177,-0.005254737,-0.517997845,-0.012725934,-0.371838129,-0.204236322,-0.19861581,-0.142761995,0.095212031,0.065931935,-0.016199384,0.029655671,-0.652379669,0.023055539,-0.041255948,-0.036292814,0.06966382,0.052034518,-0.716081721,0.028689745,-0.313948655,-0.149647017,-0.044971326,-0.128182415,-1.219131205,0.048850164,-0.235006193,-0.180417909,0.075024397,0.012823578,0.163126826,-0.09604908,0.149891038,0.137821945,0.019168732,-0.249762397,0.11137708,0.023148669,-0.079586226,-0.046175559,0.081056221,-0.538202838,-0.588564433,-0.475158314,-0.842723018,-0.117955939,-0.243782482,-0.338250371,0.161438814,0.123338104,-0.038508979,-0.506241571,-0.371277629,-0.032919645,-0.086901479,0.132091322,-0.10372617,-0.056238693,-0.975965304,-0.192721024,-0.281207494,-1.223899741,0.160945231,-0.030048572,-0.035197812,0.036898227,-0.054750728,-0.168458556,0.01659976,-0.080119737,-0.639144964,-1.799280228,-0.142009912,-0.948199544,-0.071246991,-0.079481267,-0.574740763,0.00855048
